id,name,phone,email,city,joined,amount,notes
4740,Susih Annto,085143851056,susih.annto@mail.example.com,Mataram,2024-06-02,23179.78,
4741,Nayan Punur,081744533811,nayan.punur@example.com,Mataram,2024-03-12,4761,
4742,Ciman Giwati,081743015644,ciman.giwati@example.org,Medan,2026-05-18,33531.48,
4743,Annto Gisih,0821-5093-6771,annto.gisih@example.org,Surabaya,2025-11-03,88742.67,
4744,Tatri Kawati,089562711422,tatri.kawati@example.org,Medan,2025-06-13,185459.13,
4745,Zundra Kawati,089534481766,zundra.kawati@example.net,Mataram,2024-12-10,237807.48,
4746,Jutri  Suman,0817 1302 7211,jutri.suman@mail.example.com,Mataram,21.06.2025,4740.49,
4747,Cidi Neyan,081727196236,cidi.neyan@example.com,Medan,12.09.2025,134200.97,
4748,Julia Denur,085147341322,julia.denur@example.org,Mataram,2025-01-15,78878.61,
4749,Punur Junto,081874601022,punur.junto@example.net,Medan,2025-02-23,234928.97,
4750,Gimad Musih,081311678050,gimad.musih@example.com,Mataram,18/01/2023,114519.68,
4751,Girah Zugus,081258028887,,Mataram,2025-09-02,174248.61,
4752,Lorah Namad,081732293351,lorah.namad@mail.example.com,Mataram,2024-02-07,205322.54,
4753,Nandra Giwati,0818-7271-9350,nandra.giwati@example.net,Mataram,2023-10-09,158015.85,
4754,Mumad Puwati,081732901096,mumad.puwati@example.net,Bandung,2026-02-08,212405.09,
4755,Lolia Punto,085104406680,lolia.punto@example.org,Mataram,2024-04-27,205271.51,
4756,Wisih Rirah,089500541718,wisih.rirah@example.org,Padang,2023-06-05,211113.90,
4757,Budi Wisih,081339353659,budi.wisih@example.com,Surabaya,2026-01-01,221688.53,
4758,Hawan Yagus,085122988566,hawan.yagus@mail.example.com,Mataram,2024-10-27,184291.18,
4759,Citri Haman,081160484842,citri.haman@mail.example.com,Mataram,2024-06-25,14894.19,
4760,Punto Sutri,+6281369265713,punto.sutri@post.example.net,Mataram,2023-04-16,99705.90,
4761,Tamad Sundra,081738631060,tamad.sundra@example.com,Mataram,2026-03-11,63084.26,
4762,Faman Ginto,081236880998,faman.ginto@post.example.net,Mataram,2023-07-04,238317.19,
4763,Tasih Anrah,081361653602,tasih.anrah@mail.example.com,Mataram,2026-05-17,187018.14,
4764,Harah Delia,089558984528,harah.delia@example.org,Surabaya,2023-11-07,228683.00,"moved cities, update on renewal"
4765,Tawan Ginur,085133859659,tawan.ginur@example.org,Mataram,2024-07-04,165883.38,
4766,Inwati Cindra,085144958165,inwati.cindra@example.com,Denpasar,2025-08-12,177513.06,follow up next week
4767,Rinto Puman,081361878567,rinto.puman@example.com,Bandung,2024-07-20,30173.21,
4768,Cidi Juyan,089559150242,cidi.juyan@mail.example.com,Mataram,2025-04-20,199344.25,
4769,Yawan Wisih,081894487096,yawan.wisih@example.net,Surabaya,2026-05-05,135647.02,"wants invoice marked ""urgent"""
4770,Kalia Lowati,081182535345,kalia.lowati@mail.example.com,Medan,2023-10-16,98379.40,
4771,Widi Juman,+6281814268578,widi.juman@example.com,Mataram,2026-03-23,172678.10,
4772,Kalia Inmad,0818 6200 5013,"kalia.inmad@post.example.net ",Medan,2023-10-27,42190.77,
4773,Fawan Wimad,081235770569,fawan.wimad@example.net,Mataram,2023-05-20,69849.58,
4774,Rindra Nanto,081242130312,rindra.nanto@post.example.net,Surabaya,04/07/2024,55826.99,
4775,Nanur Munur,081767508074,nanur.munur@example.com,Mataram,2023-12-05,39868.00,
4776,Namad Nawati,089531271356,namad.nawati@example.org,Mataram,2023-10-05,94373.11,
4777,"Anwan Inyan ",085104492170,anwan.inyan@mail.example.com,Mataram,2023-12-01,2790.48,
4778,Rilia Pusih,081700513070,rilia.pusih@example.net,Mataram,05/05/2024,138996.78,
4779,Innur Fawati,081106828563,innur.fawati@post.example.net,Surabaya,2023-10-25,235082.62,
4780,Angus Naman,081750086487,angus.naman@example.com,Mataram,2023-05-06,112549.98,
4781,Hayan Zumad,081216489150,hayan.zumad@post.example.net,Mataram,2024-03-03,228227.54,
4782,Intri Buman,081783163229,intri.buman@post.example.net,Medan,2024-04-01,220497.30,
4783,Zuman  Munto,+6289587680659,zuman.munto@MAIL.EXAMPLE.COM,Surabaya,23.10.2024,200908.31,
4784,Buyan Girah,081398216859,buyan.girah@mail.example.com,Denpasar,02.01.2026,6584.35,
4785,Losih Fawati,+6282124996566,losih.fawati@example.net,Mataram,2026-08-26,157640.85,
4786,Hasih Muwati,089557924692,hasih.muwati@example.net,Mataram,2026-05-28,121762.16,
4787,Losih Munto,085103803445,losih.munto@example.org,Surabaya,2023-12-24,248988.97,
4788,Lonur Muwan,081334227340,lonur.muwan@post.example.net,Semarang,2026-03-10,209883.81,
4789,Fandra Natri,082108397055,fandra.natri@post.example.net,Bandung,2026-07-11,47771.49,
4790,Gigus Gilia,081389209687,gigus.gilia@mail.example.com,Mataram,2025-10-21,210856.86,
4791,Cinur Munto,081730505166,cinur.munto@mail.example.com,Denpasar,2024-01-03,105183.39,
4792,Tanur Pudi,081378807892,tanur.pudi@example.net,Mataram,2026-03-08,172038.40,"paid by transfer, receipt pending"
4793,Riwan Yanto,081338699350,riwan.yanto@post.example.net,Mataram,2023-10-07,43025.83,
4794,Burah Giman,081206295175,burah.giman@mail.example.com,Mataram,2024-04-28,142563.36,
4795,Faman Inndra,089581350413,,Mataram,15/11/2024,144576.41,
4796,Widi Juyan,081265463683,widi.juyan@example.net,Medan,2023-12-25,181097.45,
4797,Innto Ansih,082121957786,innto.ansih@post.example.net,Semarang,2023-12-07,185526.26,
4798,Susih Innur,085153007270,susih.innur@mail.example.com,Medan,2025-10-11,140170.69,
4799,Wisih Wilia,085180178749,wisih.wilia@mail.example.com,Mataram,2025-11-18,233290.31,
4800,Jutri Gidi,089551797366,jutri.gidi@example.org,Mataram,2024-08-15,101771.87,
4801,Losih Fawati,081183236684,losih.fawati@post.example.net,Mataram,2025-08-25,239934.53,
4802,Bugus Lowan,081193426482,bugus.lowan@post.example.net,Mataram,2023-07-08,94324.97,
4803,Yasih Jundra,081248789956,yasih.jundra@example.net,Surabaya,2025-10-16,176093.70,
4804,Kanto Nalia,0817-0473-0633,"kanto.nalia@example.org ",Mataram,2025-07-16,138306.06,
4805,Giwati Lowati,085105657756,giwati.lowati@example.org,Denpasar,2023-12-02,82092.63,
4806,Detri Muwan,081859438849,detri.muwan@mail.example.com,Bandung,2023-07-17,42835.84,
4807,Anman Suwati,081842913668,anman.suwati@example.com,Mataram,2024-06-20,201262.40,
4808,Pumad Giman,082123475413,pumad.giman@post.example.net,Mataram,2025-11-11,129383.30,"VIP, do not discount"
4809,Puman Zudi,085115876086,puman.zudi@post.example.net,Bandung,2024-10-07,218831.86,
4810,Inmad Hasih,081278835612,inmad.hasih@example.org,Mataram,2026-04-26,134451.49,
4811,Puman Yawati,081225596745,puman.yawati@post.example.net,Padang,2026-06-12,4998.58,
4812,Mulia Fanto,081155254923,mulia.fanto@example.net,Mataram,2024-01-13,101261.13,
4813,"Sundra Kasih ",081207979734,sundra.kasih@post.example.net,Mataram,2026-05-13,205394.90,
4814,Lonto Fawati,085161160311,lonto.fawati@example.net,Mataram,2025-09-06,247358.18,
4815,"Rinto Bunto ",089570645332,rinto.bunto@post.example.net,Surabaya,2023-09-13,209942.36,
4816,Fandra Inman,081278669664,"fandra.inman@example.com ",Surabaya,24.02.2026,50264.12,
4817,Hawan Anmad,082128694396,hawan.anmad@example.org,Mataram,2023-06-06,32858.64,
4818,Kayan  Nadi,0813-5294-4919,kayan.nadi@example.com,Mataram,22.05.2025,75503.31,
4819,Degus Yalia,082149545841,degus.yalia@mail.example.com,Mataram,09.10.2025,218809.10,
4820,Windra Rindra,081366574470,windra.rindra@example.org,Mataram,2024-02-05,243021.59,
4821,Cilia Kalia,081869492172,cilia.kalia@example.net,Mataram,2023-04-18,196724.83,
4822,Yasih Rinto,081284029691,yasih.rinto@example.org,Makassar,2026-03-15,142311.90,
4823,Zugus Yanto,081393531788,zugus.yanto@post.example.net,Mataram,2026-02-12,177643.76,
4824,Narah Suwan,082169189967,narah.suwan@example.org,Bandung,2024-07-03,18670.11,
4825,Rinur Hamad,081776790483,rinur.hamad@example.com,Mataram,2023-10-19,179854.82,
4826,Sugus Yandra,081830649090,sugus.yandra@example.net,Mataram,2025-01-19,53468.96,
4827,Tagus Zudi,081107255004,tagus.zudi@mail.example.com,Mataram,16/07/2026,99346.73,
4828,Suwan Tadi,085124299550,suwan.tadi@post.example.net,Mataram,2025-05-08,583.00,
4829,Wiyan Nanto,081825957203,wiyan.nanto@post.example.net,Mataram,2024-08-13,112336.42,
4830,Punto Anman,081275050320,punto.anman@example.net,Mataram,2026-03-28,214826.20,
4831,Inndra Hadi,089550262465,inndra.hadi@mail.example.com,Mataram,2025-05-04,190378.19,
4832,Buwati Tawati,085158169340,buwati.tawati@post.example.net,Mataram,2026-07-25,125912.03,
4833,Anlia Inwati,081355416172,anlia.inwati@example.org,Bandung,2023-11-03,58271.97,
4834,Ciwati Witri,0895 1931 1400,ciwati.witri@post.example.net,Medan,2026-05-12,"81.713,42",
4835,Tamad Yanto,082108376380,tamad.yanto@post.example.net,Mataram,2023-11-06,239197.59,
4836,Nawan Yaman,081783317234,nawan.yaman@example.org,Denpasar,2024-06-23,169712.69,
4837,Munur Riwati,081154365795,munur.riwati@example.org,Makassar,2023-09-23,83433.12,
4838,Natri Puyan,089504141894,natri.puyan@example.org,Mataram,2025-09-20,43215.66,
4839,Lonto Gilia,082156848961,lonto.gilia@mail.example.com,Mataram,2024-02-25,87043.89,
4840,Hawati Zonto,085141682655,hawati.zonto@example.org,Mataram,2025-07-14,35305.99,
4841,Hanto Murah,081221584755,hanto.murah@example.org,Mataram,2024-05-15,111744.45,
4842,Yanto Yaman,081371156748,yanto.yaman@mail.example.com,Mataram,2024-06-18,69622.33,
4843,Logus Rigus,081358901040,logus.rigus@post.example.net,Denpasar,2026-03-02,76817.31,
4844,Giman Faman,081163632055,giman.faman@example.net,Makassar,2025-06-08,176440.58,
4845,Judi Fanto,085171670503,judi.fanto@mail.example.com,Mataram,2024-12-08,201774.17,
4846,Hawan Yanto,081142511153,hawan.yanto@EXAMPLE.ORG,Mataram,2023-12-19,"230.990,76",
4847,Junur Handra,0851-2320-9443,junur.handra@post.example.net,Surabaya,15.11.2023,245061.65,
4848,Winto Cinur,085176675913,winto.cinur@example.com,Denpasar,2024-07-02,88920.48,
4849,Fawan Wiwati,081172649014,fawan.wiwati@example.org,Mataram,2024-02-27,60791.89,
4850,"Windra Fadi ",089588380427,windra.fadi@post.example.net,Surabaya,15.12.2024,172233,
4851,Bunto Cindra,089565995039,bunto.cindra@post.example.net,Mataram,2026-05-22,176644.67,
4852,Logus Dewati,081385104343,logus.dewati@post.example.net,Mataram,2023-08-18,150051.94,
4853,Juman Rinur,081232169422,juman.rinur@post.example.net,Bandung,2024-07-12,110563.63,
4854,Angus Ritri,081230299360,angus.ritri@post.example.net,Mataram,2024-06-28,89083.43,
4855,Indi Yayan,081392504737,indi.yayan@example.net,Mataram,2023-07-04,137581,
4856,Sunto Anmad,089590633722,sunto.anmad@example.net,Surabaya,2026-02-10,101400,
4857,Wilia Anman,081827088021,wilia.anman@example.com,Mataram,2024-01-22,185139.31,
4858,Fadi Inlia,081743025386,fadi.inlia@example.org,Semarang,2026-01-23,231379.76,
4859,Winto Indi,081161137112,winto.indi@example.org,Mataram,2025-02-19,131147.81,"VIP, do not discount"
4860,Nalia Juman,082119324845,,Mataram,19.02.2026,121728.42,"duplicate of earlier signup, verify"
4861,Yandra Cilia,089520219600,yandra.cilia@post.example.net,Bandung,2024-03-28,141466.49,
4862,Anmad Dewati,081725460911,anmad.dewati@mail.example.com,Mataram,2026-05-02,17832.32,
4863,Musih Famad,+6289537077550,musih.famad@example.com,Mataram,2026-08-08,140616.42,
4864,Zutri Kawati,089561466667,zutri.kawati@mail.example.com,Medan,2026-08-07,68722.87,
4865,Nandra Rilia,081891335408,nandra.rilia@example.org,Mataram,2025-09-11,167434.57,
4866,Halia Sutri,089572347574,halia.sutri@example.net,Mataram,2023-02-24,104908.82,
4867,Anyan Damad,081242703419,anyan.damad@example.org,Mataram,2024-06-27,122473.50,
4868,Jusih Zumad,081222670683,jusih.zumad@example.com,Mataram,2026-05-06,118498.59,
4869,Cirah Rigus,085173603696,cirah.rigus@mail.example.com,Mataram,2026-07-23,21496.97,
4870,Tadi Lotri,089586051761,tadi.lotri@example.net,Semarang,2026-04-06,65818.90,
4871,Wiwati Anlia,089537071398,wiwati.anlia@mail.example.com,Mataram,2024-05-22,145771.02,
4872,Bulia Tanur,089531399216,bulia.tanur@example.net,Mataram,2023-09-16,236321.63,
4873,Jundra Suwati,081391427456,jundra.suwati@example.com,Mataram,2023-10-01,181275.72,
4874,Yadi Tamad,081198724746,yadi.tamad@example.org,Mataram,2023-03-28,212118.89,
4875,Wilia Gigus,081773704646,wilia.gigus@EXAMPLE.ORG,Mataram,10/06/2024,126132.74,
4876,Sunto Ciyan,081824003536,sunto.ciyan@post.example.net,Padang,2024-09-06,235421.62,
4877,"Kamad Nanur ",0812-2783-3960,kamad.nanur@post.example.net,Mataram,2026-03-02,82881.87,
4878,Nawan Rirah,081139801631,nawan.rirah@mail.example.com,Mataram,2024-06-15,26471.89,
4879,Muwan Anndra,085110761262,"muwan.anndra@post.example.net ",Mataram,25.07.2025,162513.84,
4880,Bundra Kayan,085103657954,bundra.kayan@example.com,Mataram,2024-05-17,140669.33,"said ""call after 5pm"""
4881,Yanto Deman,085147970096,yanto.deman@example.com,Mataram,2025-10-23,88448.28,
4882,Kamad Rinur,081127483683,kamad.rinur@post.example.net,Mataram,2024-01-07,213753.60,
4883,Mugus Tamad,081158718432,mugus.tamad@mail.example.com,Mataram,2025-11-11,141388.74,
4884,Innur Fanto,081184546985,innur.fanto@mail.example.com,Mataram,2026-01-15,178814.43,
4885,Gitri Faman,081325023233,gitri.faman@example.net,Mataram,2024-03-01,137458.93,
4886,Juyan Ansih,081251338085,juyan.ansih@example.net,Mataram,2026-06-17,22572.20,
4887," Kanur Innto",089595689569,kanur.innto@example.org,Medan,25.11.2025,"18.748,73",
4888,Nagus Narah,082197451143,nagus.narah@mail.example.com,Mataram,2025-01-23,84000.53,
4889,Yamad Ciyan,+6281174546050,yamad.ciyan@mail.example.com,Makassar,13.10.2024,228292.73,
4890," Tarah Cinto",081262540613,tarah.cinto@example.net,Bandung,04.06.2026,7118.38,
4891,Tarah Hanur,085136466200,tarah.hanur@example.net,Mataram,2026-03-14,128675.41,
4892,Innur Loyan,081778727382,innur.loyan@example.com,Denpasar,2025-03-14,8944.72,
4893,Rindra Denur,081755316694,rindra.denur@post.example.net,Semarang,2025-12-15,123240.38,
4894,Kadi Busih,082140779202,kadi.busih@example.com,Mataram,2024-08-14,86783.43,
4895,Zunto Dento,081362369839,zunto.dento@example.org,Denpasar,2023-03-08,39216.60,
4896,Witri Fasih,085194436678,witri.fasih@example.net,Makassar,2026-03-16,131039.57,
4897,Narah Famad,082186890765,narah.famad@example.com,Mataram,2024-07-19,225119.15,
4898,Zulia Fadi,081801623753,zulia.fadi@example.org,Mataram,2026-04-08,239030.24,
4899,Talia Deman,081867521580,talia.deman@example.com,Mataram,2024-01-18,116569.32,
4900,Jurah Yagus,081362987137,jurah.yagus@post.example.net,Mataram,2024-02-27,229173.88,
4901,Lonto Gidi,081166597565,lonto.gidi@example.org,Mataram,2025-11-16,70657.13,
4902,Nayan Logus,081254985486,nayan.logus@mail.example.com,Mataram,2024-12-10,82759,
4903,Yanto  Wisih,089553841744,yanto.wisih@mail.example.com,Mataram,2024-08-07,150715.19,
4904,Yanto Hanto,081831793023,yanto.hanto@example.net,Mataram,2024-07-01,62247.24,
4905,Antri Hanto,082133266163,antri.hanto@mail.example.com,Mataram,2025-05-07,66281.74,
4906,Narah Intri,082199990364,narah.intri@post.example.net,Mataram,2024-04-27,237704.62,
4907,Wiyan Fawan,081162669939,wiyan.fawan@example.org,Mataram,2024-12-21,136037.58,
4908," Hanto Witri",082107355389,,Mataram,2023-12-20,66961,
4909,Nanur Buyan,082180721888,nanur.buyan@example.net,Bandung,19.10.2023,104108.56,
4910,Zudi Tawati,+6281793101280,,Mataram,2026-04-02,23388.84,
4911,Juwan Cilia,081251508964,juwan.cilia@example.net,Mataram,2023-12-25,133334.89,
4912,Bugus Derah,081199361519,bugus.derah@mail.example.com,Surabaya,12/12/2025,196757.17,
4913,Muwati Anman,081206603654,muwati.anman@post.example.net,Mataram,2026-05-03,122197.41,
4914,Yatri Munto,085199637994,yatri.munto@post.example.net,Mataram,2025-06-02,79116.26,
4915,Bumad Tatri,081847477335,bumad.tatri@example.org,Makassar,2024-08-25,110905.97,
4916,Kadi Puman,081255644243,kadi.puman@example.org,Medan,2026-04-18,126499.76,
4917,Winur Risih,081884435729,winur.risih@post.example.net,Makassar,2024-03-20,77439.38,
4918,Sulia Zudi,+6282169740676,sulia.zudi@example.com,Mataram,23.01.2024,248124,
4919,Jurah Jutri,081131149311,jurah.jutri@post.example.net,Mataram,2024-01-18,25054.82,
4920,Rinto Karah,081747149151,rinto.karah@example.org,Mataram,2023-02-21,194719.65,
4921,Rirah Naman,089555953932,rirah.naman@example.net,Mataram,2023-06-01,22140.93,
4922,Zuwati Fagus,082183118417,zuwati.fagus@mail.example.com,Mataram,2024-12-28,234184.04,
4923,Susih Zulia,081767853354,susih.zulia@example.org,Mataram,2023-12-22,163481.31,
4924,Riyan Zurah,081360763997,riyan.zurah@mail.example.com,Mataram,2023-04-07,54400.31,
4925,Busih Gisih,081723357909,busih.gisih@EXAMPLE.ORG,Mataram,2024-06-04,200648,
4926,Wisih Fadi,081264935947,wisih.fadi@example.org,Medan,2026-04-20,234192.49,
4927,Giwati Wimad,081286849794,giwati.wimad@example.net,Denpasar,2025-12-15,58653.28,
4928," Bumad Zundra",082126840562,bumad.zundra@example.org,Mataram,2024-07-08,190366,
4929,Nanto Juwan,+6289548017821,nanto.juwan@example.com,Mataram,2024-06-05,143443.42,
4930,Falia Winur,085191562857,falia.winur@post.example.net,Mataram,2024-01-12,126690.55,
4931,Fawan Julia,081727624299,fawan.julia@example.com,Mataram,2025-11-27,124298.31,
4932,Pusih Degus,0813-2106-7009,pusih.degus@example.net,Mataram,2026-03-27,194892,
4933,Dewan Yanur,081138721113,dewan.yanur@post.example.net,Mataram,2024-01-16,13647.27,
4934,Dendra Purah,0817 2438 6820,dendra.purah@example.com,Makassar,2025-12-10,218998.31,
4935,Mutri Wiman,081760118713,mutri.wiman@example.org,Mataram,2025-10-08,181248.12,
4936,Citri Wirah,085188364407,citri.wirah@mail.example.com,Mataram,2026-06-01,35998.67,
4937,Zulia Wisih,081706725501,zulia.wisih@post.example.net,Bandung,2025-03-07,58086.26,
4938,Munto Suwan,081390146650,munto.suwan@mail.example.com,Mataram,2026-08-04,142179.19,
4939,Windra Fawati,081871171819,windra.fawati@example.net,Mataram,2024-12-05,40205.47,
4940,Logus Dedi,+6281380700850,,Bandung,2025-07-24,127483,
4941,Punto Puman,085186359578,punto.puman@post.example.net,Bandung,2023-02-05,155628.54,
4942,Zunto Puwati,081808599578,zunto.puwati@example.org,Medan,2023-07-07,53694.26,
4943,Cirah Wigus,089584705391,"cirah.wigus@post.example.net ",Mataram,2024-07-13,"147.267,59",
4944,Mugus Kawati,089515809750,mugus.kawati@example.net,Mataram,2024-10-01,17872.29,follow up next week
4945,Andi Nalia,082162869226,andi.nalia@example.org,Mataram,2025-11-18,21591.63,
4946,Surah Nanto,089590180294,surah.nanto@example.net,Mataram,2025-07-26,110086.03,
4947,Cigus Desih,0818 3885 3482,"cigus.desih@post.example.net ",Mataram,27.11.2023,"71.788,10",
4948,Rindra Detri,082117822389,rindra.detri@example.org,Mataram,2024-11-17,237249.82,
4949,Anman Talia,081178522684,anman.talia@mail.example.com,Mataram,2025-10-23,129755.71,
4950,Yandra Kaman,085174556518,yandra.kaman@example.net,Surabaya,2023-02-15,164951.02,
4951,Rinto Sumad,085199698485,rinto.sumad@mail.example.com,Mataram,2026-07-15,94680.58,
4952,Mumad Punto,081302154096,mumad.punto@post.example.net,Medan,2026-04-22,31417.62,
4953,Wiwati Annto,081144521652,wiwati.annto@mail.example.com,Semarang,2026-07-11,109737.36,
4954,Tanto Junto,081264587899,tanto.junto@example.net,Mataram,2026-07-06,210530.94,
4955,Sunto Cimad,081203923375,sunto.cimad@post.example.net,Mataram,2026-07-16,236211.67,
4956,Kayan Buyan,089507635411,kayan.buyan@post.example.net,Mataram,2023-11-08,237736.88,
4957,Sugus Tatri,082103393713,sugus.tatri@example.org,Mataram,2023-06-02,6749.61,
4958,Lowan Indi,081334860759,lowan.indi@mail.example.com,Bandung,2025-03-01,58506.19,
4959,Muman Logus,081809692766,muman.logus@example.org,Mataram,2024-02-26,244096.25,
4960,Tagus Nagus,089586343001,tagus.nagus@example.com,Mataram,2023-08-20,154712,
4961,Ciwati Hasih,0895 6559 3888,ciwati.hasih@example.net,Mataram,16.07.2023,76859.55,
4962,Fadi Ginto,089554393898,fadi.ginto@mail.example.com,Surabaya,2023-04-10,164,
4963,Karah Judi,085104943127,karah.judi@mail.example.com,Makassar,2024-05-23,54555.37,
4964,Hayan Juyan,0811 2743 2231,hayan.juyan@EXAMPLE.NET,Makassar,03/11/2023,188996.94,
4965,Tanur Bunto,085169281508,tanur.bunto@example.org,Denpasar,2024-01-10,102196.55,"VIP, do not discount"
4966,Junto Kawan,081352115157,junto.kawan@example.net,Mataram,2025-06-03,194895.96,address unclear
4967,Mugus Windra,081858212831,mugus.windra@post.example.net,Surabaya,2024-06-08,209768.91,
4968,Anwan Muyan,081325314093,anwan.muyan@post.example.net,Bandung,2023-05-12,23101.28,
4969,Tatri Munto,081243809747,tatri.munto@example.org,Mataram,2025-08-08,44583.94,
4970,Punto Insih,081837134868,punto.insih@mail.example.com,Mataram,2026-01-03,230663.12,
4971,Fanto Lomad,089575688913,fanto.lomad@example.net,Bandung,2025-02-19,174656.24,
4972,Gisih Bulia,085198387435,gisih.bulia@example.com,Mataram,2024-04-25,73078.80,
4973,Widi  Loyan,0821-6949-4541,widi.loyan@example.net,Denpasar,28/10/2024,180165.47,
4974,Busih Cinto,0821-4666-5468,busih.cinto@EXAMPLE.COM,Mataram,21.08.2024,"104.585,20",
4975,Puwati Annur,082184287797,puwati.annur@example.org,Mataram,2024-11-05,57291.91,
4976,Fasih Lowati,081212733002,fasih.lowati@mail.example.com,Mataram,2025-01-07,156169.89,
4977,Mulia Anwati,081345649082,mulia.anwati@example.net,Bandung,2024-03-16,45258.49,"said ""call after 5pm"""
4978,Giman Kaman,085118420860,giman.kaman@example.org,Medan,2026-08-07,245872.96,
4979,Fadi Nasih,081240641925,fadi.nasih@example.net,Mataram,2025-11-11,50957.83,
4980," Pudi Yarah",+6281129520935,pudi.yarah@mail.example.com,Medan,20.11.2025,78262.14,
4981,Lonto Sunur,085100135703,lonto.sunur@example.org,Mataram,2026-08-20,54897.76,
4982,Puyan Giman,0812-1716-4498,puyan.giman@example.com,Surabaya,25.11.2025,198881.21,
4983,Innur Logus,089527656715,innur.logus@example.net,Mataram,2025-04-12,53810.92,
4984,Nanto Nanto,089518250212,nanto.nanto@example.org,Mataram,2025-01-13,52853.02,
4985,Harah Wirah,081252818126,harah.wirah@example.net,Denpasar,2023-06-07,1308.05,
4986,Fadi Mundra,+6281710643936,fadi.mundra@post.example.net,Mataram,2025-11-14,11489,
4987,Anndra Fanur,085174517305,anndra.fanur@example.com,Bandung,2025-02-17,39922.90,
4988,Insih Zulia,089540199772,insih.zulia@mail.example.com,Mataram,2023-06-06,226081.71,
4989,Inwan Naman,089575479292,inwan.naman@post.example.net,Mataram,2023-12-22,150242.67,
4990,Kandra  Anwati,089520612693,,Mataram,2023-05-18,249830,
4991,Muwati Gidi,085182334570,muwati.gidi@mail.example.com,Denpasar,2023-03-27,121353.55,
4992,Jusih Burah,+6285139541633,,Bandung,2023-10-18,27972.15,
4993,Widi Demad,089556157290,widi.demad@mail.example.com,Surabaya,2023-04-22,175267.70,
4994,Yalia Inwan,081892038527,yalia.inwan@example.org,Mataram,2025-04-11,5577.53,
4995,Rinto Cindra,081114730524,rinto.cindra@example.net,Mataram,2025-12-13,81546.04,
4996,"Pulia Fanto ",082186155765,"pulia.fanto@example.net ",Mataram,2023-08-10,120943.34,
4997,Rigus Wigus,082116772216,rigus.wigus@post.example.net,Mataram,2024-08-17,"8.865,82",
4998,Hawati Talia,081342504745,hawati.talia@example.org,Mataram,2023-04-22,167604.82,
4999,Hadi Muman,081161116230,hadi.muman@example.com,Mataram,2026-03-02,2695.98,
5000,Londra Wimad,081893041605,londra.wimad@example.org,Padang,2025-05-07,67849.75,
5001,Kanur Buyan,081253398098,kanur.buyan@example.com,Mataram,2026-07-28,49291.10,
5002,Hamad Hatri,081743726035,hamad.hatri@post.example.net,Mataram,2023-04-21,223878.27,
5003,Cinto Kalia,085106144673,cinto.kalia@example.org,Bandung,2024-07-18,235985.82,
5004,Gilia Ritri,085146143395,gilia.ritri@mail.example.com,Mataram,2025-06-19,"13.466,50",
5005,Tamad Junto,081874813651,tamad.junto@example.com,Mataram,2025-08-27,245381.61,
5006,Inrah Anman,081130516510,inrah.anman@example.org,Mataram,2023-04-16,"37.732,77",address unclear
5007,Pumad Nanto,089539956125,pumad.nanto@mail.example.com,Bandung,2025-09-20,226564.59,
5008,Fadi Hanto,081177529577,fadi.hanto@example.com,Medan,2023-03-20,"151.123,41",
5009,Londra Rinur,081142960812,,Mataram,21.11.2023,"146.891,13",
5010,Dewan Inrah,082149434686,dewan.inrah@example.org,Surabaya,2026-08-22,160729.97,
5011,Yanto Logus,085181846009,yanto.logus@example.com,Bandung,06.08.2024,201960.60,
5012,Wimad Wiwan,089533080754,wimad.wiwan@example.net,Makassar,2026-08-02,193433.11,
5013,Muwan  Lotri,085174577328,"muwan.lotri@example.net ",Surabaya,2024-08-09,114730,
5014,Juman Sunur,082186467937,juman.sunur@example.org,Mataram,2024-02-15,228448.98,
5015,Fanto Giwan,081339295066,fanto.giwan@example.net,Denpasar,2024-05-21,233232.85,
5016,"Zudi Faman ",081159947124,zudi.faman@post.example.net,Mataram,05/03/2023,"170.535,25",
5017,Tamad Sunur,089590561908,tamad.sunur@example.com,Bandung,2023-04-16,26013.07,
5018,Intri Hasih,081204142891,intri.hasih@example.net,Bandung,2023-04-22,30122.62,
5019,Zutri Zuwan,089514705180,zutri.zuwan@mail.example.com,Mataram,2024-05-22,72609.62,
5020,Rindra Lonto,081863957361,rindra.lonto@mail.example.com,Makassar,2025-04-20,222695.28,
5021,Tawati Tawati,081397043917,,Mataram,16.12.2025,87082.57,
5022,Harah Lolia,082157223216,harah.lolia@post.example.net,Bandung,2024-07-11,200668.21,
5023,Hanto Rindra,081845425362,hanto.rindra@example.net,Mataram,26.08.2024,128719.15,
5024,Lowati Fawati,081320929943,lowati.fawati@example.com,Bandung,2025-08-06,117350.37,
5025,Anwan Zunto,081176335845,anwan.zunto@example.org,Mataram,2026-08-10,125905.40,
5026,Lorah Londra,082114692910,lorah.londra@mail.example.com,Mataram,2024-05-20,221981.47,
5027,Yadi Fanur,081145043651,yadi.fanur@example.com,Makassar,2026-01-09,138735.59,
5028,Desih Yarah,081136194721,desih.yarah@example.org,Mataram,2025-09-22,129706.93,
5029,Cinto Talia,081364118074,cinto.talia@example.org,Bandung,2026-03-27,"180.648,92",
5030,Pudi Rinto,081871293176,pudi.rinto@mail.example.com,Surabaya,2023-05-08,156098.32,
5031,Tanur Sundra,082143574639,tanur.sundra@post.example.net,Makassar,2025-10-01,125939.57,
5032,Yanur Mudi,081893816383,yanur.mudi@example.org,Mataram,2023-05-17,91085.09,
